sentence,gt
এরপর বিশ্ববিদ্যালয়গুলিতেও সংখ্যায় কম হলেও এধরণের শিক্ষক পেয়েছি।,এরপর $বিশ্ববিদ্যালয়গুলিতেও$ সংখ্যায় কম হলেও $এধরণের$ শিক্ষক পেয়েছি।
যখন সুন্দর একটা চেহারা আর চাকচিক্য দেখেই একটা মেয়ে সিদ্ধান্ত নিয়ে ফেলে।,যখন সুন্দর একটা চেহারা আর চাকচিক্য দেখেই একটা মেয়ে সিদ্ধান্ত নিয়ে ফেলে।
বর্তমান ন্যূনতম মজুরি ৫৩০০ টাকা।,বর্তমান ন্যূনতম মজুরি ৫৩০০ টাকা।
আলমারিতে আমার কাপড় গুলো গোছালাম তখন প্রায় সাড়ে বারোটা বাজে।,আলমারিতে আমার $কাপড় গুলো$ গোছালাম তখন প্রায় সাড়ে বারোটা বাজে।
"এটা আসলেই অসাধারণ একটি অভিযান, সারা জীবনে এমন সুযোগ একবারই আসে।","এটা আসলেই অসাধারণ একটি অভিযান, সারা জীবনে এমন সুযোগ একবারই আসে।"
মৃত্যুকালে তাঁর বয়স হয়েছিল ৬৭ বছর।,মৃত্যুকালে তাঁর বয়স হয়েছিল ৬৭ বছর।
তিনি ধরা পড়ে পুলিশের কারাগারে শহীদ হন।,তিনি ধরা পড়ে পুলিশের কারাগারে শহীদ হন।
"এছাড়া, লক্ষ করুন যে, বোর্ডের কিছু সিদ্ধান্ত ব্যবসায়িক বিচারবিধির বাইরে রয়েছে।","এছাড়া,$ লক্ষ$ করুন যে, বোর্ডের কিছু সিদ্ধান্ত ব্যবসায়িক বিচারবিধির বাইরে রয়েছে।"
"এমনি সেখানে প্রাকৃতিকভাবে গ্রামীন পরিবেশ ছিল, তাই খোলামেলা জায়গায় শীতটাও বেশ জাঁকিয়ে আসতো।","এমনি সেখানে প্রাকৃতিকভাবে গ্রামীন পরিবেশ ছিল, তাই খোলামেলা জায়গায় শীতটাও বেশ জাঁকিয়ে $আসতো$।"
অবশ্য তার মধ্যে পাগলামির অনেক লক্ষণ আছে।,অবশ্য তার মধ্যে পাগলামির অনেক লক্ষণ আছে।
তাঁর পরিবার ছিল ইসলাম ধর্মের দেওবন্দী অনুসারী।,তাঁর পরিবার ছিল ইসলাম ধর্মের দেওবন্দী অনুসারী।
ভাবলাম তুমি জানতে চাও খবরটা।,ভাবলাম তুমি জানতে চাও খবরটা।
লোকে গালী দিয়ে বলে মাগির দালাল।,লোকে $গালী$ দিয়ে বলে $$মাগির দালাল$$।
আমি ছিনতাই হওয়া অসহায় পথচারীর ব্যাগ!,আমি ছিনতাই হওয়া অসহায় পথচারীর ব্যাগ!
একটা ভুল করলে সাথে সাথে আল্লাহর কাছে ক্ষমা চেয়ে নিই।,একটা ভুল করলে সাথে সাথে আল্লাহর কাছে ক্ষমা চেয়ে $নিই$।
