sentence,gt
"মাইয়া কন্ডিশন দিলো, নো এনাল, মাস্ট বি ইউজ কনডম এবং ফিফটি পার্সেন্ট এডভান্সড বাই বিকাশ।","মাইয়া কন্ডিশন দিলো$,$ নো এনাল, মাস্ট $বি$ ইউজ কনডম এবং ফিফটি পার্সেন্ট $এডভান্সড$ বাই বিকাশ।"
কিন্তু আমাকে কেন বলা হয়নি?,কিন্তু আমাকে কেন বলা হয়নি?
করোনাভাইরাস মহামারীর কারণে দেশে দেশে চলেছে লকডাউন।,করোনাভাইরাস $মহামারীর$ কারণে দেশে দেশে চলেছে লকডাউন।
বাংলাদেশের রাজনীতি বহু আগেই গনতনন্ত্রের বেড়া ভাইংগা রাজতন্ত্র হইয়া গেছে।,বাংলাদেশের রাজনীতি বহু আগেই $গনতনন্ত্রের$ বেড়া $ভাইংগা$ রাজতন্ত্র হইয়া গেছে।
"পদে পদে আমার ভুল হবে, তুমি কিছু মনে কর না।","পদে পদে আমার ভুল হবে, তুমি কিছু মনে $কর$ না।"
.....হটাত একদিন উনি সন্ধ্য বেলার অফিস টাইমের পর আমাকে বাসায় জরুরি ভাবে ডেকে পাঠালেন।,$.....হটাত$ একদিন উনি $সন্ধ্য বেলার$ অফিস টাইমের পর আমাকে বাসায় জরুরি ভাবে ডেকে পাঠালেন।
সেই ব্লেডে আমার পা কেটে ছিন্নভিন্ন হয়ে যাচ্ছে-তীব্র তীক্ষ্ণ যন্ত্রণা।,সেই ব্লেডে আমার পা কেটে ছিন্নভিন্ন হয়ে যাচ্ছে$-$তীব্র তীক্ষ্ণ যন্ত্রণা।
"তবে দক্ষিণ আফ্রিকার ফাস্ট বোলার আশাবাদী, শিগগিরই দেখা যাবে পুরোনো স্টেইনকে।","তবে দক্ষিণ আফ্রিকার ফাস্ট বোলার আশাবাদী, $শিগগিরই$ দেখা যাবে পুরোনো স্টেইনকে।"
জলের স্রোতও প্রবল।,জলের স্রোতও প্রবল।
তিনি অধ্যায়নের মধ্য দিয়ে বিভিন্ন বিষয়ে ব্যুতপত্তি অর্জন করেন।,তিনি $অধ্যায়নের$ মধ্য দিয়ে বিভিন্ন বিষয়ে $ব্যুতপত্তি$ অর্জন করেন।
বয়স সদ্য পঁচিশে পা রাখিয়াছে।,$বয়স$ সদ্য পঁচিশে পা $রাখিয়াছে$।
"শশী বলিল, অমূল চলে যাবে কেন?","শশী $বলিল$, $অমূল$ চলে যাবে কেন?"
অল্প অল্প করে মেশাবেন আর যখন দেখবেন মুঠো করে চপের আকারে গড়া যাচ্ছে এবং ফেটে যাচ্ছে না তখন চালের গুড়া দেওয়া বন্ধ করবেন।,অল্প অল্প করে মেশাবেন আর যখন দেখবেন মুঠো করে চপের আকারে গড়া যাচ্ছে এবং ফেটে যাচ্ছে না$$ তখন চালের গুড়া দেওয়া বন্ধ করবেন।
